,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
198004,7.6999,5.7521,3.9069,7.0869,5.9507,5.6092,5.5766,5.6376,4.9653,6.367,8.4877,8.182,6.8129,6.3869,7.2799,5.1489,7.8799,7.4797,6.2707,5.4153,5.122,4.4544,3.1928,6.1093,2.6523
198005,5.865,6.6541,7.8031,7.2372,7.358,7.9648,8.7021,7.8418,8.7009,9.2713,8.7873,6.8335,7.203,6.6262,9.4567,7.8477,8.2687,7.7978,8.005,8.6094,6.4686,4.4825,5.8837,5.0677,4.2814
198006,4.515,3.765,4.5098,4.8743,4.4998,3.5651,3.6842,3.5425,4.9886,6.0702,2.2096,3.6413,5.0016,4.2268,5.9521,3.1401,4.1948,4.6161,5.5876,4.978,1.4596,2.9648,2.2374,3.0445,3.9585
198007,9.3734,9.8912,9.6687,10.6987,11.8362,6.5577,9.1584,10.173,10.0307,14.8596,6.559,6.3421,6.3416,10.1541,14.2658,8.0054,6.7027,5.3946,8.7612,10.7999,10.1676,3.9389,5.6192,6.2077,9.1518
198008,8.0596,6.6456,7.3068,8.3782,9.9731,4.3595,4.7722,6.4006,5.1017,6.8445,4.5968,3.9573,4.4816,4.0386,5.0705,2.3458,0.6135,0.6743,3.7899,4.2598,1.3348,2.5925,0.4094,1.5356,1.2644
198009,3.0763,4.1319,1.7834,5.1125,4.4326,2.7902,2.2281,3.4757,3.4223,4.3366,1.597,1.8931,2.5057,3.24,4.9893,2.7668,2.4133,3.0451,3.1786,3.4967,-0.1258,2.1036,2.3499,2.2677,8.6551
198010,3.5126,4.1362,5.575,5.9053,6.3088,2.0073,2.1406,3.8858,3.097,4.7676,1.9043,1.4031,1.366,2.9347,2.6106,0.0605,-0.3133,-0.7826,1.8744,3.4137,-1.8742,2.4076,1.2983,3.8541,0.9985
198011,5.6716,5.1649,6.7671,7.2168,10.7024,7.3563,5.2958,5.6221,7.6703,11.9382,6.2306,2.384,4.0644,8.4856,9.9631,4.9842,4.3469,7.3511,10.3485,12.0057,3.4023,10.7386,12.1729,12.6679,17.7178
198012,-3.981,-2.6437,-4.9455,-4.1792,-6.4504,-4.4008,-0.7044,-1.09,-2.2145,-4.1395,-0.7296,-0.4017,-1.8998,-3.097,-3.8232,-3.061,-1.7152,-0.8522,-0.707,-4.4399,1.5318,-4.1934,-2.2373,-4.1408,-3.3266
198101,0.3154,1.1324,2.5545,-0.7545,-2.4166,1.2999,0.3946,-0.4961,-2.0254,-2.9905,0.7268,1.3904,1.5856,-2.9815,-4.4947,-0.888,0.258,-2.1214,-4.1658,-6.0483,-1.9662,-1.6489,-4.8996,-6.0551,-10.4592
198102,0.2895,0.5776,1.7188,-0.2094,-2.1318,2.2539,4.0364,2.7605,1.0641,0.8967,3.253,2.5944,2.9407,1.7972,1.979,3.7787,2.7524,2.3345,3.0191,0.4506,3.6835,3.7205,2.7023,0.1974,0.0973
198103,8.3461,7.1331,7.0754,10.427,8.46,5.6218,7.0511,6.7381,8.4313,9.2749,5.378,7.1372,7.5774,8.3186,9.5434,10.0229,7.9359,6.2751,7.9586,9.4565,10.4583,1.7721,2.8937,2.0006,3.9796
198104,3.6011,3.2072,3.2705,4.5885,5.0018,2.0186,4.9551,3.6789,2.6477,2.5336,0.0122,4.4774,0.0925,2.2551,2.2392,-1.2228,1.6485,-1.191,-0.2065,1.5931,-1.0602,0.0846,-3.1376,-3.9109,-3.9914
198105,3.5131,3.9713,3.3081,4.2165,4.7768,1.3917,2.5037,2.9207,2.2619,5.3286,2.8075,1.2436,2.495,1.8852,4.7872,1.1199,1.9606,2.0301,2.1402,4.5093,0.9336,0.3986,-0.3848,-0.6996,1.9229
198106,-0.6336,-0.1333,1.6508,-2.0782,-3.7647,-0.6368,0.6047,0.3536,-3.4186,-5.4879,-1.9299,1.3574,0.2077,-0.3498,-5.5603,-0.7908,1.6438,-0.3134,-1.144,-5.6431,-2.4704,-0.5664,0.4198,0.9547,-3.0515
198107,-2.6691,-2.3533,-3.1435,-3.4228,-4.1672,-1.4239,-1.9125,-1.7111,-1.8715,-2.6889,-1.4767,-1.2492,-3.136,-1.9367,-1.6362,-3.2218,-1.9172,-0.2703,-2.753,1.9254,-3.5784,-2.2139,-1.1588,2.3929,3.5495
198108,-8.5248,-5.6812,-6.9062,-8.1597,-11.4171,-8.0984,-5.1547,-6.6275,-6.1119,-10.6097,-6.833,-3.566,-5.7097,-5.4138,-8.2479,-6.7114,-4.0749,-3.5885,-4.8229,-7.9244,-6.306,-5.0995,-4.1591,-6.3531,-6.7345
198109,-8.4066,-7.1803,-7.8143,-7.1832,-12.5507,-9.576,-3.7609,-5.2553,-6.4273,-10.0564,-6.1625,-5.8261,-3.5095,-5.8346,-8.2838,-7.2381,-5.3143,-5.37,-6.7193,-8.9569,-1.4182,-4.1896,-2.831,-5.6211,-8.7377
198110,7.5755,6.997,8.8095,7.8888,9.395,9.6529,5.9529,7.5534,7.4848,9.2256,6.5142,8.3266,3.954,6.5436,8.9611,5.5645,4.5602,6.4311,6.7569,9.0029,3.2092,0.6569,5.0752,5.6839,11.7053
198111,1.6037,4.1221,2.1013,2.0163,0.0427,2.942,5.9578,4.5153,4.0728,3.5826,2.1574,3.1758,4.8341,3.0829,1.2821,4.2283,4.9337,5.4476,4.9441,4.2511,7.0533,4.6534,4.59,4.9477,4.0434
198112,-1.3083,0.4277,-1.67,-1.3646,-4.0011,-1.3293,-1.3596,-0.7904,-0.842,-2.8912,-0.3705,-1.9706,-0.9714,-2.1051,-2.8031,-1.147,-1.842,-2.3727,-1.9121,-4.9816,-1.7866,-0.4781,-2.4477,-4.2685,-4.441
198201,-1.0451,-0.8854,-1.3873,-1.0952,-2.8936,-3.5295,-3.0094,-3.1042,-3.6116,-4.52,-2.5721,-0.3706,-3.7049,-2.501,-6.7868,-5.3977,-1.7515,-3.9622,-2.7874,-6.3773,-1.2089,0.5631,-0.7289,-1.7922,-5.3509
198202,-3.2289,-1.6278,-2.4601,-4.1092,-6.4216,-4.0385,-2.9656,-2.4357,-3.8561,-6.2256,-3.6468,-0.328,-2.0687,-3.2325,-7.1333,-2.8868,-2.9557,-1.6386,-2.7588,-7.227,-2.562,-2.9331,-3.5994,-6.1518,-9.9411
198203,-0.8544,0.6538,-1.3048,-2.1009,-1.2539,-0.7782,1.3249,1.6908,-1.3555,-3.2157,-0.5943,2.0095,1.5443,-1.124,-1.5804,0.3141,-0.4961,0.5614,-0.9101,-4.1203,-0.2182,0.3159,0.7536,-0.8328,-3.8274
198204,5.0304,5.528,4.673,5.4131,7.185,6.6909,5.418,3.8608,4.9412,7.6134,6.0788,4.8863,3.8599,6.2649,6.0049,5.4067,4.8713,4.2524,4.8946,6.2736,7.3736,5.1008,2.0858,3.8821,5.7315
198205,-1.4125,-0.7272,-1.558,-0.9738,-2.3522,-3.8191,-1.497,-2.3448,-3.0551,-4.2807,-4.9893,-0.6863,-1.8035,-3.168,-3.8698,-3.6726,-4.0308,-3.2516,-3.5461,-5.2857,-4.5297,-1.7922,-3.1881,-2.5225,-2.2672
198206,-2.317,-1.924,-2.5677,-2.3952,-3.8164,-1.0247,-1.4006,-0.8502,-2.2882,-3.9181,-3.3622,0.3391,-1.9109,-2.7459,-2.6563,1.4406,-0.0526,-2.055,-3.3028,-4.0588,-1.2399,-1.3694,-0.0512,-1.8291,-5.2787
198207,-1.4002,-0.2119,-0.4426,-0.0246,-4.1215,-1.3645,-0.7446,0.9644,0.6323,-3.3958,-1.2878,-0.3951,-1.887,-1.9428,-2.5361,-4.1992,-1.8443,-2.2941,-0.3054,-5.1847,-1.1495,-1.9447,-0.4333,-3.0715,-5.1019
198208,5.1555,5.8221,7.1034,5.6609,6.1482,11.4548,9.4697,7.3131,9.2127,7.0799,10.1131,11.2489,9.1232,12.3328,11.906,14.1969,12.8284,10.9907,11.8373,12.024,14.8438,11.5698,12.1089,12.49,14.6603
198209,3.4152,4.7058,4.8042,5.3348,0.9447,3.1745,5.5721,5.3622,4.0664,1.7446,3.6522,4.5416,3.4814,4.4564,3.3592,2.3649,4.1102,3.7457,4.0666,1.6075,-0.8685,1.9884,1.1357,0.6891,1.2012
198210,13.8528,12.7026,13.9326,11.7061,16.1246,13.4102,10.9137,13.2394,12.4582,15.8928,15.0652,12.1586,12.0625,13.2519,14.7603,13.7763,15.5155,13.0777,11.3978,15.7505,16.8938,10.2072,8.5736,10.6212,15.6049
198211,10.4158,9.9259,8.8916,10.2572,9.8403,11.1458,8.4943,8.6909,8.0417,7.3193,9.7526,5.9959,7.211,9.0982,9.0182,4.9995,6.3484,5.45,6.7265,7.5928,7.4858,2.993,3.8541,2.9393,6.2402
198212,2.4544,2.78,2.2295,1.6163,1.8872,0.2811,2.6643,-0.0353,2.1229,-0.0232,0.2455,3.5872,0.0591,0.1902,-0.0703,4.0706,0.2674,1.1666,0.8632,0.8976,0.0803,1.5735,1.6547,2.6995,-1.7969
198301,10.4074,6.9929,8.5952,9.1492,11.867,7.7348,4.8947,4.6547,5.2344,7.7805,4.1356,3.3359,3.3004,2.1487,6.8507,3.4087,2.127,2.4252,2.8976,5.4747,6.418,2.0557,4.5801,2.8661,3.1921
198302,7.9871,6.7749,6.4168,7.0492,3.5051,8.1741,7.6586,5.7965,4.7046,4.6039,6.0598,4.3705,6.5547,5.2693,3.7493,0.2107,4.8599,5.1355,6.0489,2.2426,2.0586,2.6593,2.2899,2.4381,3.4412
198303,6.6798,6.5183,7.1704,5.4278,3.1734,5.2777,5.5096,6.6495,4.92,1.9393,8.4527,6.0765,4.4025,3.215,3.1228,3.6486,4.6189,6.7972,2.6956,0.5721,4.1843,5.8289,2.1906,2.5237,4.3989
198304,8.229,7.4753,9.4474,6.499,7.9935,8.2792,6.1478,8.1616,9.9961,7.4196,7.9694,7.7701,5.3101,6.9867,6.4228,10.3368,6.0058,4.8266,6.6374,5.7819,8.7732,7.1488,8.3979,6.6767,6.9869
198305,10.3784,8.1177,9.0609,9.1556,11.0709,6.0776,5.8636,3.2085,5.0217,6.3734,3.8762,2.5266,3.5321,1.7738,5.1602,4.3643,2.9637,1.6698,2.2651,6.1461,-2.5274,-3.8673,-1.8539,-0.6138,2.1017
198306,6.3793,4.4039,3.4472,4.0146,3.7267,4.7742,4.3737,3.6999,3.9125,5.3655,3.4849,3.8283,3.6511,4.2363,4.3704,2.3872,0.127,3.2013,4.6126,6.1507,4.2983,1.4746,2.3994,5.9154,4.6725
198307,-1.3401,-2.1499,-1.3201,-1.394,-4.5296,-1.0792,-2.5139,-1.0967,-3.1648,-4.6562,-2.1635,-0.7753,-0.3776,-2.2734,-2.8985,-3.1229,-3.0852,-1.124,-2.7615,-4.4829,1.7016,-2.2387,-3.1691,-3.7968,-6.2912
198308,-4.4166,-2.8423,-3.2411,-2.8686,-4.595,-3.4874,-1.6465,-2.8487,-2.1911,-3.6351,-1.0022,-2.2214,-2.0236,-2.0389,-3.1005,1.6064,0.5086,0.1154,0.4278,-2.129,-0.0926,3.877,2.1845,0.8102,-0.3537
198309,-1.0124,-0.3611,1.8594,1.3237,-1.6254,3.0695,2.9306,3.0152,4.3467,1.6048,3.7125,5.0276,4.086,3.597,3.3655,2.02,2.7712,2.1893,3.1447,2.5125,4.238,0.6955,1.0874,2.6571,0.0316
198310,-5.8693,-4.5573,-4.867,-6.3861,-8.4669,-4.4544,-4.8311,-3.7865,-4.646,-8.6628,-1.7484,-2.6997,-4.9275,-3.0685,-5.9352,-1.5744,-1.5416,-1.4715,-2.8593,-7.0911,-1.339,-0.2665,-0.4591,-1.4807,-3.9706
198311,4.0849,3.854,4.9753,4.3073,1.8357,6.4877,5.8955,5.4971,5.2393,4.6549,5.238,4.0361,5.0986,5.9227,4.3407,7.9674,5.7903,3.6401,2.0921,4.6876,0.0116,3.6315,2.1601,-0.3203,2.7302
198312,-1.3135,-1.5709,-0.7776,-0.259,-3.35,-0.5227,-0.7002,-0.4985,-0.5241,-1.9553,0.8053,-0.7092,-1.5972,-2.2749,-2.2659,-0.3302,-2.1831,-1.7828,-1.3321,-3.0831,1.9022,-0.3884,-0.704,-0.7932,-0.4625
198401,1.5274,0.1202,0.8291,-0.7099,-0.8265,-0.001,-0.4767,-0.0566,-0.7377,-3.4885,-1.2806,-4.0059,-1.1395,-5.339,-3.9191,-3.9521,-2.6743,-0.9431,-3.2669,-4.737,-1.4768,-0.1059,3.3713,-2.1303,-3.4198
198402,-6.0388,-6.4275,-4.5739,-5.6605,-6.7053,-5.2338,-4.186,-5.7352,-4.1928,-5.1828,-9.0412,-4.2203,-4.4294,-4.1209,-6.2206,-5.5733,-5.565,-3.1745,-4.313,-6.6013,-7.4694,-1.5463,-2.5137,-3.2254,-6.1291
198403,1.933,1.5308,0.8913,1.3387,-0.785,2.0748,0.6161,0.4926,1.3441,1.036,3.5524,0.9681,1.4087,2.5384,0.2852,2.1086,4.1079,1.8925,2.2964,-0.3334,4.8748,2.1586,-0.9868,1.7804,1.631
198404,-2.0565,0.0106,-1.1991,-1.3926,-3.1019,-0.8356,0.3809,-0.0337,1.1605,-1.0256,-0.5173,-0.9834,-0.2657,0.1107,1.0782,-2.3713,-1.4061,-0.6532,-0.3974,-1.9179,-2.7577,2.949,1.8102,-0.0232,0.6649
198405,-5.9484,-4.5503,-3.1782,-2.6789,-5.9872,-6.2631,-3.3531,-4.0573,-3.6559,-6.6467,-6.1372,-5.0965,-3.8192,-5.6681,-6.4494,-9.6566,-4.9694,-4.9862,-4.4102,-3.9622,-3.8085,-6.199,-4.9085,-4.2994,-4.9657
198406,2.7926,3.5781,1.6607,1.0839,0.982,2.6107,1.0772,4.3884,3.4023,3.3344,1.8398,3.6872,2.5619,3.1693,4.7286,2.618,2.4204,3.0165,3.9948,4.7581,0.3736,1.2634,5.6,1.9568,2.2139
198407,-6.6236,-3.5261,-1.5964,-2.89,-6.7977,-6.0751,-4.8217,-3.1886,-1.1055,-4.796,-3.3191,-3.473,-2.4358,-0.4731,-4.014,-7.0964,-3.3766,-1.9626,-2.9535,-3.5201,-6.0464,-2.7117,-0.7753,1.7602,-1.5375
198408,8.9401,8.0228,8.5161,10.2782,11.5143,12.7814,9.5029,9.0242,11.5791,14.1904,13.5467,9.7314,11.1803,11.5269,14.3773,13.2551,12.6756,11.6754,11.5236,12.0058,13.9126,11.0577,9.9213,10.3523,12.8186
198409,0.0641,0.7436,0.4283,0.5646,-2.1932,1.1152,0.4027,0.9417,0.6493,-3.456,0.9227,1.9605,1.6134,2.2887,-2.4895,-1.0764,1.6551,0.6557,1.6291,-1.3006,-0.9315,0.1674,1.0894,-0.049,-2.7369
198410,-4.9475,-1.0457,-1.5598,-2.438,-2.8277,-2.3553,-0.3542,-0.655,0.4932,-1.5249,-3.0069,-0.3044,0.9203,1.2891,-0.5195,-2.012,0.4802,0.5737,1.0049,0.4062,0.7622,-1.0282,1.7239,1.8798,-1.6189
198411,-5.0147,-0.8068,-1.0409,-2.6124,-4.3395,-1.8969,-1.3388,-0.6526,-0.7948,-3.6795,0.5398,1.8946,0.7228,0.6792,-2.9603,-0.3519,-0.0539,0.4229,-0.6991,-2.8268,-0.9196,0.0678,-0.9439,-1.1864,-3.1739
198412,-1.774,0.7561,1.2688,1.9823,1.3445,1.2908,0.699,3.8448,2.4606,2.5154,1.1662,1.1741,2.0329,4.6343,3.8308,1.1571,3.3275,2.5324,3.0257,3.1972,-1.2047,2.7252,2.5532,3.1936,2.4394
198501,11.6995,11.769,9.9939,10.9315,15.5741,9.835,9.3545,10.8815,10.6533,14.4445,10.4016,7.8693,10.0468,8.3784,13.6384,9.539,8.7023,8.9136,8.5634,12.7625,7.6222,5.2835,6.6345,8.5496,11.7337
198502,4.8148,4.3603,2.081,3.7459,3.7399,1.5405,2.3582,2.0692,3.1271,2.5326,0.836,1.3179,0.4952,1.4926,0.6227,2.3,1.4928,1.0003,2.2142,1.2797,4.0525,2.2033,2.6006,0.5517,0.247
198503,-0.9878,-1.6884,-0.2598,-0.1851,-3.5453,-2.177,-0.6086,-0.756,-0.4715,-3.1183,-1.5849,0.6894,-0.0435,0.1592,-3.1026,0.0521,1.1841,-0.324,0.5734,-2.1888,2.1484,1.9022,0.0853,-1.092,-2.0449
198504,-1.2986,0.2117,0.289,-1.3925,-1.9668,-2.5073,-0.0297,0.7371,0.5965,-2.1809,-0.5041,0.5517,1.306,-0.83,-0.7666,-3.1251,0.4605,-0.2363,0.1953,-0.9267,-1.319,0.349,0.5665,-1.0614,-1.3019
198505,1.3771,4.2174,3.2897,1.3608,3.1386,3.6366,3.4595,3.5681,4.9429,4.1178,2.0854,3.7177,4.1646,5.2132,6.9961,2.9354,5.509,7.0606,6.2277,5.792,5.2578,4.9989,6.1324,7.2218,8.2072
198506,-0.7711,1.8156,1.7137,1.1471,0.6966,0.1506,1.6901,2.6356,2.6695,2.554,0.7503,2.3757,2.8413,3.5403,3.3301,-0.4457,3.0413,2.4434,2.1751,2.1959,1.6193,0.8485,1.5561,1.0851,2.9943
198507,3.0888,3.2263,1.4992,1.5697,2.6775,1.3057,2.1408,2.5101,3.6535,3.4835,4.992,1.2871,1.1022,1.9732,0.744,1.7527,0.036,-0.2383,-0.9607,-0.4749,-2.0916,-1.1017,-0.2531,0.074,-1.0255
198508,-1.0535,0.04,-0.9094,0.114,-1.5562,-0.0419,0.3471,2.6401,-0.3299,-2.6984,-0.7624,-0.9173,0.873,0.0756,-3.2973,1.0489,1.9098,-1.0198,-0.2938,-1.7118,0.0832,0.703,-0.4674,-1.417,-1.3752
198509,-6.8969,-4.5963,-3.7656,-4.4834,-7.2448,-5.3523,-4.4424,-4.1885,-4.6591,-7.1398,-2.4013,-4.1038,-4.1653,-4.1096,-6.6466,-2.8129,-3.9122,-4.9958,-4.8908,-6.9278,-1.8419,-1.6352,-3.2981,-4.1099,-4.2254
198510,0.3372,4.1668,1.952,2.9469,1.6688,4.629,3.2046,4.7104,5.2328,3.1214,3.0947,2.6095,3.8444,5.1717,3.443,4.3579,6.0451,5.5228,5.3714,5.0087,2.3312,4.6522,6.0136,5.1056,4.9426
198511,4.4676,4.9144,4.662,5.8257,6.542,5.474,6.1794,8.7714,6.8697,9.0876,4.1742,6.7536,6.2683,6.0296,8.3556,4.6949,4.4786,6.9015,8.4313,8.7606,7.9772,5.0008,8.2991,7.4652,6.4487
198512,1.6972,3.8255,5.5784,4.2545,4.5952,0.6264,4.4582,3.892,4.5769,5.5342,3.5457,4.6242,3.6371,5.5809,3.5046,2.3502,5.1558,4.5846,4.9346,3.2622,4.78,2.6565,4.9879,5.9601,3.9258
198601,2.797,3.0446,1.3422,2.0118,3.7894,0.0148,2.0834,1.7066,0.4169,1.3534,0.7098,1.1949,3.2889,3.7031,1.5984,-0.2559,2.0066,2.1832,2.5178,1.6071,-2.4312,-0.3008,1.4205,0.8962,2.6111
198602,4.3966,6.3533,5.565,7.4702,6.6329,3.256,6.1895,8.0885,8.535,8.3068,4.9257,7.8251,8.0005,7.3409,7.9458,5.2086,8.3575,7.4905,7.8766,8.894,9.3698,5.8863,9.4359,6.6065,9.27
198603,4.2331,5.7488,6.3566,4.6753,4.7941,7.1525,7.0479,3.6868,6.0701,3.7699,7.4911,6.057,5.9206,4.2929,5.8072,3.445,6.0999,5.1047,6.1711,5.0329,5.9391,5.0419,6.2643,5.559,4.2997
198604,1.5635,1.3504,1.0831,0.7306,2.8074,0.3725,0.5479,1.0683,1.6673,1.2264,-0.1994,-0.4408,0.4926,3.5461,0.817,-2.8377,-2.7227,-1.3816,-0.8456,1.5476,1.3462,-0.5637,-3.0526,-1.0356,-3.2303
198605,3.6659,2.8103,4.213,4.0921,4.1474,3.4791,4.0325,3.8077,4.0276,3.0374,2.0476,5.4157,5.9263,6.4958,3.6964,5.9815,5.3291,4.4788,4.2037,5.7192,6.8635,6.299,5.4961,3.3267,6.1992
198606,-0.5139,2.8124,1.1962,-0.303,-0.4097,0.9928,0.9362,2.8622,0.9597,0.0238,-1.0769,0.8639,1.3161,2.7696,-0.0632,-0.4465,2.927,1.6579,4.109,-0.6778,2.5237,1.3323,3.0629,1.1139,-2.1285
198607,-9.9556,-6.2674,-7.2625,-7.0094,-10.4472,-9.978,-6.7463,-7.8365,-8.545,-10.6051,-10.294,-7.6787,-5.4087,-6.4132,-9.3286,-10.0022,-4.4204,-6.0902,-5.339,-8.2862,-8.448,-3.6503,-3.539,-4.4614,-7.9079
198608,1.7428,1.3361,1.3663,1.7881,0.3671,4.1369,3.9374,5.8687,4.2242,2.7705,8.9135,6.5137,5.9126,4.4228,4.4309,12.0045,8.3522,7.8215,6.1074,4.9693,14.3645,8.2895,7.9139,5.2165,5.6217
198609,-6.2951,-4.3456,-4.3424,-6.5025,-7.1935,-4.1446,-4.2472,-4.1079,-6.9533,-8.2197,-3.2066,-5.9847,-6.3309,-6.7641,-7.0936,-2.5034,-5.2155,-8.0503,-8.5102,-8.8305,-4.0045,-6.8446,-9.7658,-11.0656,-8.4229
198610,1.8889,2.2585,3.5067,2.7368,1.1343,5.512,4.0034,2.4017,4.2416,5.4575,2.9882,3.2594,2.7706,2.2378,4.1334,5.1877,6.0785,5.7472,5.5941,5.3119,4.4185,7.0116,5.4089,7.8214,2.9428
198611,-0.9743,0.6539,-1.0604,0.6034,-0.8865,-0.4661,-0.6112,0.8697,-0.4617,-0.1926,1.4195,0.7428,0.41,0.0141,-0.9025,1.2589,0.0341,0.8929,1.1094,0.9428,1.7256,2.8176,3.2292,1.434,1.6011
198612,-3.4519,-3.0409,-2.8593,-1.3105,-4.7419,-2.8557,-1.8992,-1.6655,-1.4427,-3.2937,-1.8932,-1.502,-2.7404,-1.5522,-2.8329,-4.5947,-2.5495,-3.5436,-3.556,-3.1745,-1.3116,-3.4021,-1.8656,-2.0312,-4.1613
198701,11.0106,11.2089,8.2248,9.7728,10.6817,12.8725,10.591,10.352,13.0684,12.2592,13.3304,10.387,9.4433,10.6975,14.2818,15.8887,10.6091,12.6121,11.2818,12.4644,12.5711,11.6536,13.7134,14.3369,13.0269
198702,9.2055,7.4302,9.0977,7.2432,8.6377,7.4476,5.3666,6.6908,7.3886,9.1889,6.5841,4.933,6.062,5.4674,8.2482,5.5819,2.7997,3.7187,5.4058,8.6551,2.916,0.4258,2.7705,6.0887,6.286
198703,4.297,2.5954,3.4812,0.4094,2.4404,4.2161,2.1136,1.7416,2.5124,0.435,4.299,2.6722,1.7439,0.0855,0.1732,3.49,1.9787,2.3321,0.5927,-0.1531,9.4854,4.781,1.1164,0.7443,1.8486
198704,-0.7102,-1.2732,-2.4333,-2.0777,-2.589,-2.1999,-3.1747,-2.67,-4.2548,-3.6037,-0.1319,-0.6701,-3.2154,-3.8559,-3.2373,0.6763,-0.3516,-2.7651,-3.7473,-3.5818,-0.3022,-1.0993,-1.9885,-1.4448,0.1776
198705,1.7609,0.5113,-0.7039,0.7872,-0.7258,0.1983,-0.1953,0.3825,-0.0395,-0.6296,1.5862,-0.1902,-0.3522,-0.4442,1.3177,2.7612,-0.3833,-0.7552,-0.1272,1.6322,2.7545,1.3705,1.0706,0.4157,-0.5244
198706,1.5605,2.9013,1.7363,1.8165,0.812,4.3863,1.8282,1.6099,4.156,2.5394,2.8993,5.2811,4.8966,3.0193,2.6285,3.4118,4.2854,3.7972,4.8958,3.9781,6.0491,5.1338,6.1511,5.1921,3.4393
198707,5.5702,2.3541,2.6698,2.2494,1.5381,5.3953,0.7378,5.2447,4.3952,2.0478,7.8881,5.598,4.8016,2.8367,2.776,6.495,5.8761,3.5353,5.146,3.4145,5.8922,5.0806,2.1429,5.2082,5.2936
198708,-0.3059,2.4577,1.2273,2.835,1.548,0.363,5.912,2.473,3.1731,3.5168,0.4158,1.7363,3.2344,4.0992,4.8072,3.6318,3.2634,3.4236,4.3338,3.8333,1.5068,6.059,4,4.3572,5.1784
198709,-0.7595,0.0958,-0.8098,-1.2049,-2.416,-2.1664,-1.61,-0.2676,-2.7073,-1.4671,-0.3699,-1.1461,-2.0609,-2.9608,-3.7194,-1.2173,-0.8917,-3.191,0.0867,-2.3872,-1.9366,0.7258,-2.8344,-3.6435,-3.6746
198710,-32.7046,-27.6557,-28.4616,-30.0799,-32.1825,-30.0918,-27.7692,-25.6122,-28.5565,-34.6901,-27.3696,-27.0008,-23.3189,-25.2253,-30.1227,-28.6492,-20.2676,-21.3051,-25.3423,-27.8533,-20.43,-17.9973,-19.0295,-22.3614,-22.681
198711,-5.4011,-3.7474,-3.4853,-4.1789,-8.4164,-5.6081,-2.4497,-2.9441,-3.7268,-8.2344,-2.1672,-2.7373,-3.9423,-4.394,-5.6302,-6.8973,-4.0498,-5.461,-5.4983,-5.9891,-9.8903,-7.3021,-8.2573,-8.3579,-9.7389
198712,3.5557,4.8887,4.7016,6.1295,3.0224,5.3936,9.7338,7.368,8.5053,10.5189,4.9409,8.0384,7.0466,8.3305,10.1876,7.0638,5.356,7.2251,12.1719,10.0281,8.3013,3.8624,6.9632,7.9091,8.0966
198801,7.3312,4.6525,4.5279,4.5358,6.8679,4.7679,3.4365,4.6977,4.607,2.8406,6.6228,4.7139,4.0898,4.2359,2.8885,2.8989,4.5108,5.9765,2.0325,3.6338,7.5362,4.9915,3.6282,5.6405,3.3372
198802,6.8645,7.4559,7.9322,7.0764,7.2152,10.1895,11.0322,7.7255,9.3643,8.6488,7.3496,7.037,8.3278,7.8608,7.5363,9.0252,7.3989,4.8543,6.9201,9.6242,3.6264,4.9906,3.4965,3.9079,4.1609
198803,4.5841,5.5465,5.1927,6.2021,4.2465,6.117,3.9329,4.3737,2.3704,2.9183,4.6575,-0.0709,1.4237,0.3466,2.1968,1.8326,0.516,0.561,0.3072,0.3789,-0.499,-2.8804,-4.1077,-4.2153,-5.3017
198804,3.2766,2.0104,2.0719,2.2634,1.3078,3.7321,3.6195,2.6569,0.856,2.5327,1.0823,2.1305,2.22,-0.3839,-0.5636,2.3491,0.4523,1.8201,0.6299,-1.3713,1.7561,1.4025,0.7579,0.9243,-0.0408
198805,-3.0117,-0.4938,-1.2665,-2.4617,-2.6849,-2.4502,-1.4029,-1.8776,-2.3136,-3.2296,0.0391,-0.4223,0.9656,-1.6257,-0.4768,0.108,0.6676,0.5705,-0.5082,-0.638,0.3541,0.9061,1.1751,0.7451,0.7382
198806,4.0034,6.2789,6.7398,4.6948,6.8141,7.4373,7.2506,7.5841,8.9664,8.7483,3.2497,5.3642,6.3482,7.8546,7.0647,5.2029,5.0587,5.836,7.223,8.7035,-0.5554,3.4765,6.5324,4.2827,6.4968
198807,0.4425,-1.0271,0.0481,-1.1156,-1.0749,0.2186,-0.0874,-0.0906,0.0107,-3.2397,-0.8746,-1.4011,-1.3344,-1.7652,-3.1196,-1.2479,-1.5413,-0.3279,-1.9636,-3.3355,-0.3375,0.6733,-0.1971,-0.8489,-1.7293
198808,-3.0504,-1.1596,-2.098,-1.1261,-3.3491,-1.8463,-0.6373,-2.0204,-3.4603,-4.566,-1.5123,-1.1015,-1.1706,-3.0652,-3.7365,-0.4654,-1.4601,-0.9827,-3.3178,-3.1054,-2.4045,-2.7148,-2.6388,-3.2679,-4.2553
198809,1.5051,1.4593,3.2836,2.3946,1.7588,2.3781,3.6914,3.2005,3.441,1.6198,0.2756,2.759,2.8672,3.4203,2.841,1.86,2.3903,3.5866,3.6284,4.5534,3.4976,4.8405,3.2721,5.7,4.7629
